@RELATION codesnippets

@ATTRIBUTE indentation	NUMERIC
@ATTRIBUTE comments	NUMERIC
@ATTRIBUTE nondic		NUMERIC
@ATTRIBUTE keywords	NUMERIC
@ATTRIBUTE separator	NUMERIC
@ATTRIBUTE operator	NUMERIC
@ATTRIBUTE numofwords	NUMERIC
@ATTRIBUTE stopwords	NUMERIC
@ATTRIBUTE class  {text, code}

@DATA
0,0,0.5,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,28,0.428571429, text
0,0,0,0,0,0,0,0, text
0,0,0.5,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0.032258065,0.032258065,0,0,31,0.451612903, text
0,0,0,0,0,0,0,0, text
0,0,0.5,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0.1875,0.0625,0,0,16,0.1875, text
0,0,0,0,0,0,0,0, text
0,0,0.5,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0.126760563,0,0,71,0.492957746, text
0,0,0,0,0,0,0,0, text
0,0,0,0.06779661,0,0.003236246,59,0.491525424, text
0,0,0,0,0,0,0,0, text
0.125,0,0.012658228,0.113924051,0,0,79,0.518987342, text
0,0,0,0,0,0,0,0, text
0,0,0,0.052631579,0,0,38,0.421052632, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.03125,6,0.5, text
0,0,0,0,0,0,7,0.428571429, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,3,0.333333333, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,3,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0.333333333,0,0,3,0, text
0,0,0.142857143,0,0,0.022727273,7,0.428571429, text
0,0,0,0,0,0,5,0.4, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,22,0.454545455, text
1,0,0,0,0,0,2,0.5, text
0.333333333,0,0,0.068965517,0,0,29,0.482758621, text
0,0,0,0,0,0,0,0, text
0,0,0,0.125,0,0,8,0.625, text
0,0,0,0,0,0,5,0.4, text
0,0,0,0.090909091,0,0,11,0.454545455, text
0,0,0,0,0,0,0,0, text
0,0,0,0.057142857,0,0,35,0.514285714, text
0,0,0,0,0,0,0,0, text
0,0,0.5,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0.12,0.04,0.0125,0,25,0.48, text
0,0,0,0,0,0,0,0, text
0,0,0.5,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0.1,0,0,0.009009009,20,0.6, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0.5,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0.090909091,0,0,0.015384615,11,0.454545455, text
0,0,0,0,0,0,1,1, text
0,0,0,0,0,0,4,0.75, text
0,0,0,0,0,0,0,0, text
0,0,0.5,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0.2,0,0,5,0, text
0,0,0,0,0,0,0,0, text
0,0,0.5,0,0,0,2,0, text
0.5,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0.142857143,0,0,7,0.142857143, text
0,0,0,0,0,0,10,0.6, text
0,0,0,0,0,0,3,0, text
0.5,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0.125,0,0,8,0.5, text
0,0,0.333333333,0,0,0,3,0, text
0.5,0,0,0,0,0,8,0.5, text
0,0,0,0,0,0,0,0, text
0.166666667,0,0,0.107142857,0,0,56,0.446428571, text
0,0,0,0,0,0,0,0, text
0,0,0,0.105263158,0,0,38,0.473684211, text
0,0,0,0,0,0,0,0, text
0,0,0,0.034482759,0,0.005555556,29,0.517241379, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,19,0.684210526, text
0,0,0,0,0,0,0,0, text
0,0,0,0.037037037,0,0,54,0.388888889, text
0,0,0,0,0,0,0,0, text
0,0,0.111111111,0,0,0,9,0.444444444, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,7,0.571428571, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0.333333333, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.043478261,4,0.5, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0.25,0,0,0,4,0.5, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0.666666667,0,0,0,3,0.333333333, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.058823529,3,0.666666667, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.035714286,4,0.25, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0.333333333, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,1,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0.333333333, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0, text
0,0,0,0,0,0,0,0, text
0,0,0,1,0,0,1,0, text
0,0,0,0,0,0,0,0, text
0,0,0,1,0,0,1,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,4,0.25, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.03030303,6,0.5, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,1,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,1,0,0,0,1,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0.333333333,0,0,3,0.333333333, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,5,0.2, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,1,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,1,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0.333333333, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,1,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,1,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.05,5,0.2, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,5,0.4, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,4,0.25, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,4,0.25, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0.5, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0.5,0,0,0.066666667,2,0.5, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0.25,0,0,0.043478261,4,0.25, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0.2,0,0,0,5,0.2, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0.5,0,0,0,4,0.25, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0.25,0,0,0,4,0.25, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0.333333333,0,0,0,3,0.333333333, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0.333333333,0,0,0,3,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0.333333333, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0.5, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.018181818,7,0.142857143, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.045454545,3,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.027027027,5,0.2, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.041666667,4,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.038461538,3,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.02,6,0.333333333, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.027777778,5,0.4, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,4,0.5, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0.333333333, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,1,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0.5, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.025641026,6,0.166666667, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0.5,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,1,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0.125,0,0.018518519,8,0.25, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0.333333333, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,1,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.043478261,4,0.5, text
0,0,0,0,0,0,0,0, text
0,0,0,0.027027027,0,0,37,0.621621622, text
0,0,0,0,0,0,0,0, text
0,0,0.015384615,0.015384615,0,0,65,0.461538462, text
0,0,0,0,0,0,0,0, text
0,0,0,0.125,0,0.015151515,16,0.5625, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0.083333333,0,0,0,12,0.416666667, text
0,0,0,0,0,0,9,0.555555556, text
0,0,0,0,0,0,3,0, text
0,0,0,0,0,0,2,0, text
0,0,0.333333333,0,0,0,3,0, text
0,0,0,0,0,0,0,0, text
0,0,0.090909091,0,0,0.002785515,55,0.454545455, text
0,0,0,0,0,0,0,0, text
0,0,0.011363636,0.056818182,0,0.001926782,88,0.443181818, text
0,0,0,0,0,0,0,0, text
0.8,0,0,0.057971014,0,0.002487562,69,0.492753623, text
0.666666667,0,0,0,0,0,0,0, text
0.666666667,0,0.064516129,0.032258065,0,0,62,0.467741935, text
0.333333333,0,0,0,0,0,0,0, text
1,0,0.034188034,0.034188034,0.004622496,0,117,0.495726496, text
0,0,0,0,0,0,0,0, text
0,0,0,0.071428571,0,0,14,0.785714286, text
0,0,0,0,0.133333333,0.133333333,3,0, text
0,0,0,0,0,0,1,1, text
0,0,0,0,0.153846154,0.153846154,3,0, text
0.166666667,0,0.126984127,0.015873016,0,0.005449591,63,0.412698413, text
0,0,0,0,0,0,0,0, text
0,0,0,0.06,0,0.003289474,50,0.48, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,5,0.6, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,1,0, text
0,0,0,0,0,0,24,0.333333333, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0.125,0.011299435,0,32,0.53125, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0.068965517,0.034482759,0,0,29,0.413793103, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,1,0, text
0,0,0,0,0,0,27,0.444444444, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0.666666667,0,0.047619048,0,0.019047619,0.00952381,21,0.476190476, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,18,0.333333333, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0.131147541,0.06557377,0,0,61,0.360655738, text
0,0,0,0,0,0,0,0, text
1,0,0,0,0,0,0,0, text
0,0,1,0,0,0,1,0, text
0.2,0,0.055555556,0,0,0.00456621,36,0.5, text
0,0,0,0,0,0,0,0, text
0,0,0.026666667,0.026666667,0,0,75,0.413333333, text
0,0,0,0,0,0,0,0, text
0,0,0,0.058823529,0,0,17,0.705882353, text
0,0,1,0,0,0,1,0, text
0.25,0,0,0,0,0,25,0.52, text
0,0,0,0,0,0,0,0, text
0,0,0.094594595,0.054054054,0.004395604,0,74,0.405405405, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.02,9,0.555555556, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,1,0, text
0,0,0,0,0,0,0,0, text
0,0,0.2,0,0,0.074074074,5,0, text
0,0,0,0,0,0,0,0, text
0,0,0.428571429,0,0,0.108108108,7,0, text
0,0,0,0,0,0,0,0, text
0,0,0.142857143,0,0,0.081081081,7,0, text
0,0,0,0,0,0,0,0, text
0,0,0.5,0,0,0.083333333,6,0, text
0,0,0,0,0,0,0,0, text
0,0,0.2,0,0,0.086956522,5,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.111111111,1,0, text
0,0,0.4375,0,0,0.046511628,16,0.0625, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.142857143,1,0, text
0,0,0.125,0,0,0.09375,8,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.142857143,1,0, text
0,0,0.428571429,0,0,0.057142857,7,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.142857143,1,0, text
0,0,0.222222222,0,0,0.069767442,9,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.125,1,0, text
0,0,0.444444444,0,0,0.12,9,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.090909091,1,0, text
0,0,0.285714286,0,0,0.1,7,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.0625,2,0, text
0,0,0.125,0,0,0.073170732,8,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0, text
0,0,0,0,0,0,0,0, text
0,0,0.135135135,0.054054054,0,0,74,0.459459459, text
0,0,0,0,0,0,0,0, text
0,0,0.026315789,0.052631579,0,0,38,0.5, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0, text
0,0,0,0,0,0,0,0, text
0,0,0.017699115,0.07079646,0,0.004926108,113,0.469026549, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.012987013,14,0.357142857, text
0,0,0,0,0,0,0,0, text
0,0,0.076923077,0,0,0.014084507,13,0.384615385, text
0,0,0,0,0,0,0,0, text
0,0,1,0,0,0,2,0, text
0,0,1,0,0,0,2,0, text
0,0,0,0.087719298,0.00621118,0.00310559,57,0.526315789, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0.028571429,0,0,35,0.485714286, text
0,0,0,0,0,0,0,0, text
0.25,0,0.085714286,0.085714286,0,0.005154639,35,0.514285714, text
0,0,0,0,0,0,0,0, text
0,0,0.571428571,0,0,0.023529412,14,0, text
0,0,0,0,0,0,0,0, text
0,0,0.063583815,0.080924855,0.002059732,0.010298661,173,0.468208092, text
0,0,0.038461538,0,0,0.026490066,26,0.423076923, text
0,0,0,0,0,0,0,0, text
0,0,1,0,0,0.076923077,2,0, text
4,0,0.285714286,0,0.048780488,0.146341463,7,0, text
0,0,0,0,0,0.166666667,1,0, text
4,0,0.375,0,0.058823529,0.117647059,8,0, text
0,0,0,0,0,0,0,0, text
0,0,0.090909091,0.060606061,0,0,33,0.575757576, text
0,0,0,0,0,0,0,0, text
0,0,0.25,0,0,0,4,0.5, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0.125,0,0,0.020833333,8,0.375, text
0,0,0,0,0,0,0,0, text
4,0,0,0,0,0,0,0, text
4,0,0.052631579,0.052631579,0,0.04,19,0.368421053, text
0,0,0.333333333,0,0,0.157894737,6,0, text
8,0,0,0,0,0,0,0, text
4,0,0.285714286,0,0,0.024390244,7,0.428571429, text
0,0,1,0,0,0.034482759,3,0, text
4,0,0,0,0,0,0,0, text
4,0,0.066666667,0,0,0.011494253,15,0.4, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
4,0,0,0,0,0,0,0, text
4.5,0,0.125,0.125,0,0,8,0.375, text
4.5,0,0.095238095,0,0,0,21,0.428571429, text
0,0,0.130434783,0.043478261,0,0,23,0.391304348, text
0.5,0,0.066666667,0,0,0.011764706,15,0.4, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0,0,0.125,0,0,0.02,8,0.375, text
0,0,0,0,0,0,0,0, text
4,0,0,0,0,0,0,0, text
4,0,0,0.058823529,0,0.012048193,17,0.411764706, text
0,0,0.142857143,0,0.028571429,0.028571429,7,0, text
8,0,0,0,0,0,0,0, text
4,0,0.285714286,0,0,0.024390244,7,0.428571429, text
0,0,0.6,0,0.03030303,0,5,0, text
4,0,0,0,0,0,0,0, text
4,0,0.066666667,0,0,0.011764706,15,0.4, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.017857143,10,0.2, text
0,0,0,0,0,0,0,0, text
0,0,0.020833333,0.083333333,0,0.008333333,48,0.458333333, text
0,0,1,0,0,0,1,0, text
0.5,0,0,0,0,0.018518519,10,0.6, text
0,0,0,0,0,0,0,0, text
0,0,0.666666667,0,0,0,3,0.333333333, text
0,0,0,0,0,0,0,0, text
0,0,0.333333333,0,0,0,15,0.4, text
0,0,0,0,0,0,3,0, text
0.333333333,0,0.130434783,0.086956522,0,0,23,0.47826087, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.058823529,3,0.666666667, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.035714286,4,0.25, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,7,0.857142857, text
0,0,0,0,0,0,1,0, text
0.5,0,0,0,0,0,1,1, text
0,0,0,0,0,0,2,0, text
1,0,0,0,0,0,0,0, text
0,0,0,0,0,0,4,0.25, text
0.166666667,0,0,0,0,0,41,0.43902439, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,32,0.5, text
0,0,0.5,0,0,0,2,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
1.111111111,0,0.230769231,0.307692308,0.090163934,0.008196721,13,0, code
0,0,0,0,0,0,0,0, text
0,0,0.058823529,0.058823529,0,0,17,0.470588235, text
0,0,0.666666667,0,0,0,3,0, text
0.333333333,0,0,0,0,0,4,0.5, text
0,0,0,0,0,0,2,0, text
0.166666667,0,0,0.033333333,0,0.002777778,60,0.533333333, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
1,0,0,0,0,0,6,0.666666667, text
0,0,0.2,0,0.060606061,0,5,0, code
0,0,0,0,0,0.333333333,0,0, text
0.5,0,0,0,0,0.025641026,6,0.333333333, text
0.333333333,0,0,0.047619048,0,0.015384615,21,0.476190476, text
0,0,0,1,0,0,1,0, text
1,0,0,0,0,0,5,1, text
0,0,0,1,0,0,1,0, text
0,0,0,0.5,0,0,2,0, text
0,0,0.2,0,0,0.010752688,15,0.533333333, text
0,0,0.028571429,0.028571429,0,0,35,0.485714286, text
0,0,0.5,0,0,0,2,0, text
0,0,0,0,0,0,13,0.461538462, text
0,0,0,0,0,0.083333333,2,0, text
1,0,0,0,0,0,3,0.666666667, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.032258065,8,0.375, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0, text
0.333333333,0,0,0,0,0,23,0.47826087, text
0,0,0,0,0,0,0,0, text
0,0,0,0.25,0,0,4,0.5, text
0,0,0,1,0,0,1,0, text
0.5,0,0.038461538,0.153846154,0,0,26,0.5, text
0,0,0.5,0.5,0,0,2,0, text
0,0,0,0.078125,0,0,64,0.5625, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,2,0.5, text
0,0,0,1,0,0,1,0, text
0.2,0,0,0.023255814,0,0,43,0.627906977, text
0,0,0,0,0,0,0,0, text
0,0,0.2,0.2,0,0,5,0.4, text
0,0,0,0,0,0,1,0, text
0,0,0,0,0,0,19,0.473684211, text
0,0,0,1,0,0,1,0, text
0.5,0,0,0,0,0,12,0.666666667, text
0,0,0,1,0,0,1,0, text
0,0,0,0.151515152,0.010362694,0,33,0.484848485, text
0,0,0,1,0,0,1,0, text
0.25,0,0,0.103448276,0,0,29,0.448275862, text
0,0,1,0,0,0,1,0, text
0,0,0,0.090909091,0,0,11,0.454545455, text
0,0,0,0,0,0,0,0, text
0,0,0,0.058823529,0,0.004901961,34,0.411764706, text
0,0,0.333333333,0,0,0,3,0, text
0.5,0,0,0.090909091,0,0,11,0.545454545, text
0,0,1,0,0.222222222,0,1,0, text
0.5,0,0,0.25,0,0,4,0.5, text
0,0,0,0,0,0,1,0, text
0.5,0,0,0,0,0,4,0.5, text
0,0,0,0,0,0,1,0, text
0.5,0,0,0.272727273,0.017241379,0,11,0.454545455, text
0,0,0,0,0,0,0,0, text
0,0,0,0.2,0,0.037037037,5,0.4, text
0,0,1,0,0,0,1,0, text
0.5,0,0,0,0,0,4,0.5, text
0,0,0.333333333,0,0,0,3,0, text
1,0,0,0,0,0,1,0, text
0,0,0,0,0,0,1,0, text
0.5,0,0,0,0,0,15,0.6, text
0,0,0,0,0,0,1,0, text
1,0,0,0.1,0,0,10,0.6, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,1,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0.1,0.05,0,0.009009009,20,0.35, text
0,0,0.08,0.12,0.014285714,0.007142857,25,0.48, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0.333333333, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0.01793722,0,37,0.459459459, text
0,0,0,0,0,0,1,0, text
0.5,0,0,0,0,0,12,0.666666667, text
0,0,0,0,0,0,0,0, text
0.1,0,0,0.04950495,0.00309119,0,101,0.544554455, text
0,0,0,0,0,0,0,0, text
0,0,0.054054054,0.081081081,0,0,37,0.486486486, text
0,0,0,0,0,0,0,0, text
0,0,0.010416667,0.041666667,0,0,96,0.489583333, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,1,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0.008695652,19,0.578947368, text
0,0.5,0,0,0,0,0,0, text
0,0,0,0,0,0,1,1, text
0,0.5,0,0,0,0,0,0, text
0.25,0,0,0,0,0.004784689,35,0.628571429, text
0,0,0,0,0,0,0,0, text
2.4,2,0.107142857,0.178571429,0.049773756,0,28,0.178571429, code
0,0,0,0,0,0,0,0, code
0,0,0,0,0,0,3,0.333333333, text
0,0,0,0,0,0,0,0, text
0,0,0.047619048,0.047619048,0,0.007751938,21,0.476190476, text
0,0,0,0,0,0,0,0, text
3.285714286,3,0.071428571,0.119047619,0.045180723,0.003012048,42,0.30952381, code
0,0,0,0,0,0,0,0, code
0,0,0,0.076923077,0,0,26,0.5, text
0,0,0,0,0,0,2,0, text
0,0,0,0,0.010810811,0,31,0.612903226, text
0,0,0.333333333,0,0,0,3,0, text
1,0,0,0,0,0,4,0.5, text
0,0,0,0,0,0,3,0, text
0.5,0,0,0,0,0,1,0, text
0,0,0,0,0,0,3,0, text
1,0,0,0,0,0,3,0.333333333, text
0,0,0.333333333,0,0,0,3,0, text
0.333333333,0,0,0.025,0,0,40,0.625, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,3,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0.06779661,0.006116208,0.003058104,59,0.474576271, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,11,0.727272727, text
0,0,0,0,0,0,1,0, text
0.5,0,0,0,0.017857143,0,10,0.6, text
0,0,0.5,0,0,0,2,0, text
0,0,0,0,0,0,6,0.5, text
0,0,0.666666667,0,0,0,3,0, text
0,0,0,0.285714286,0.029411765,0,7,0.428571429, text
0,0,0,0,0,0,3,0, text
0,0,0,0,0,0,7,0.571428571, text
0,0,0,0,0,0,3,0, text
1,0,0,0,0,0.014925373,11,0.545454545, text
0,0,0,0,0,0,0,0, text
2.545454545,2,0.111111111,0.185185185,0.072727273,0,27,0.148148148, code
0,0,0.083333333,0.083333333,0,0,12,0.416666667, text
0,0,0,0,0,0,3,0, text
0,0,0,0,0,0,0,0, text
0,0,0,0,0,0,0,0, text
0,0,0.045454545,0.045454545,0,0.008130081,22,0.590909091, text
0,0,1,0,0.285714286,0,1,0, text
1,0,0,0,0,0,1,0, text
0,0,1,0,0,0,1,0, text
1,0,0,0,0,0,6,0.833333333, text
0,0,0,0,0,0,1,0, text
0,0,0,0.038461538,0,0,26,0.461538462, text
0,0,0,0,0,0,0,0, text
0,0,1,0,0,0,1,0, text
1,0,0,0,0,0,10,0.4, text
0,0,1,0,0.285714286,0,1,0, text
1,0,0,0,0,0,6,0.333333333, text
0,0,1,0,0.285714286,0,1,0, text
1,0,0,0,0,0,6,0.166666667, text
0,0,1,0,0.285714286,0,1,0, text
1,0,0,0,0,0,9,0.555555556, text
0,0,0,0,0,0,0,0, text
0,0,0,0.086956522,0,0,23,0.47826087, text
0,0,0,0,0,0,0,0, text
0,0,0,0.053333333,0,0,75,0.6, text
0,0,0,0,0,0,0,0, text
0,0,0,0.076923077,0,0,13,0.538461538, text
0,0,1,0,0.285714286,0,1,0, text
0.166666667,0,0,0.036363636,0,0.003344482,55,0.6, text
0,0,0,0,0,0,0,0, text
0,0,0,0.133333333,0,0,15,0.466666667, text
